Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,Plot_Number,QA_Plot,Transect,Length,Debris_Type,Diameter,Decay_Class,Comments,Certified,Verified
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,2,,Wood,29.4,5,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,6,20,Tree Fern,22.6,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,4,20,Wood,48,4,linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,7,FALSE,2,50,Wood,7.5,2,3 of 3 boles,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,12,FALSE,2,50,Wood,9,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,21,FALSE,2,50,Wood,33,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,6,20,Wood,22,2,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,2,,Tree Fern,18.1,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,33,FALSE,2,50,Wood,16.5,2,tree broken in half,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,37,FALSE,6,20,Wood,9,4,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,20,FALSE,2,50,Wood,26,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,44,FALSE,2,50,Wood,10,3,diam,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,16,FALSE,4,20,Wood,10.2,3,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,60,FALSE,2,,Wood,8.2,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,57,FALSE,2,,Wood,8.8,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,2,50,Wood,9,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Tree Fern,32.8,5,,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,2,FALSE,2,20,Wood,10.2,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,13,FALSE,4,20,Wood,35,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,2,FALSE,2,50,Tree Fern,12,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,8,FALSE,4,,Wood,26.8,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,2,50,Wood,10.9,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,12,FALSE,4,,Tree Fern,25.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,59,FALSE,2,,Wood,8.3,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,1,FALSE,2,50,Wood,11,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,16,FALSE,2,50,Wood,44,5,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,24,FALSE,4,20,Wood,25,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,5,FALSE,2,50,Wood,24.1,4,Linear estimate.,TRUE,TRUE
KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,8,FALSE,2,20,Wood,13.9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,3,FALSE,4,20,Wood,7.8,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,58,FALSE,2,,Wood,12,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,2,,Wood,8.8,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,15,FALSE,2,50,Wood,18,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational,49,FALSE,2,,Wood,11.6,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,2,50,Wood,11.9,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,36,FALSE,2,50,Wood,14,4,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,35,FALSE,4,20,Wood,26.8,4,,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Fixed,5,FALSE,6,10,Wood,10,3,driftwood,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,1,FALSE,2,50,Wood,13,3,Linear Estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,9.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,2,,Wood,12.7,1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,2,50,Wood,9.1,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,4,20,Wood,9.3,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,4,,Tree Fern,9.2,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,4,,Tree Fern,21.9,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,60,2,linear estimate,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,15,FALSE,6,20,Wood,9.2,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,12,FALSE,4,20,Wood,16,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,4,20,Wood,25.8,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,10,FALSE,6,20,Wood,20.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,2,FALSE,2,,Tree Fern,18,1,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,36,FALSE,6,20,Wood,9,4,Linear Estimate,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,2,FALSE,2,50,Wood,9,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Rotational,12,FALSE,2,50,Wood,25,4,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,45,FALSE,2,50,Wood,9.2,1,dph,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,6,20,Tree Fern,18,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,54,FALSE,2,,Wood,10.3,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,40,FALSE,2,50,Wood,41,3,,TRUE,TRUE
HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,15,FALSE,2,50,Wood,8,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,2,50,Wood,32,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,56,FALSE,2,,Wood,9.7,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,6,20,Wood,17,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,9,FALSE,6,,Wood,18.2,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,38,FALSE,2,50,Wood,18,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,2,50,Wood,19.1,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,4,50,Wood,8.3,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,52,FALSE,2,,Tree Fern,16.6,5,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,43,FALSE,2,50,Wood,49,5,Linear estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,41,FALSE,6,20,Wood,29.8,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,18,FALSE,4,20,Wood,8,5,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,2,50,Tree Fern,22,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,15,FALSE,2,,Wood,16.8,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,1,FALSE,4,20,Wood,17.4,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,4,FALSE,6,20,Wood,10.2,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,19,FALSE,6,20,Wood,9.5,3,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,7,FALSE,2,50,Wood,8.5,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,7,FALSE,6,20,Wood,10,3,DBH Linear Estimate,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,44,FALSE,4,20,Tree Fern,8,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,8,FALSE,4,,Wood,14.6,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,13,FALSE,4,20,Wood,80,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,21,FALSE,2,50,Wood,29,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,8,FALSE,2,50,Wood,9.6,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,38,FALSE,4,20,Wood,29.4,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,27,FALSE,6,20,Wood,75,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,7,FALSE,2,50,Wood,11.5,5,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,2,FALSE,4,20,Wood,16,2,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,2,FALSE,2,50,Wood,46,4,stump (fallen),TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,4,,Wood,33.2,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,6,,Tree Fern,19.7,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,1,FALSE,2,50,Wood,9,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,2,FALSE,2,50,Wood,24.5,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,20,FALSE,2,50,Wood,7.8,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,12,FALSE,4,20,Wood,14.6,3,covered w/Bryophyte,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,19,FALSE,4,20,Wood,25,5,linear estimate,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,6,20,Wood,13.5,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,9,FALSE,2,50,Wood,8.8,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,52,FALSE,2,,Wood,11.3,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,36,FALSE,4,20,Wood,8,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,23,FALSE,4,20,Wood,64,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,2,FALSE,4,20,Wood,41,3,LE,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,38,FALSE,6,20,Wood,18.8,1,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,9.5,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,7,FALSE,6,20,Wood,7.6,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,1,FALSE,2,,Wood,8,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,4,FALSE,2,,Tree Fern,8.3,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,6,FALSE,2,50,Wood,20,2,linear estimte,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,5,FALSE,6,20,Wood,9.8,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,9,FALSE,4,20,Wood,8.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,6,FALSE,6,20,Wood,15.5,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,4,FALSE,2,50,Wood,16.6,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,17,FALSE,2,50,Wood,8.5,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2011,1,Rotational,25,FALSE,6,20,Tree Fern,26.2,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Rotational,32,FALSE,2,50,Wood,77,4,nurse log,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,12,FALSE,4,20,Wood,11,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,2,50,Wood,60,2,,TRUE,TRUE
NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Rotational,35,FALSE,2,50,Wood,16.5,2,linear estimate,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,44,FALSE,2,50,Tree Fern,9.5,3,linear estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,39,FALSE,6,20,Wood,30,5,linear estimate,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,14,FALSE,6,20,Wood,20,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,12,FALSE,2,,Wood,19.2,4,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,41,FALSE,2,50,Wood,8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,49,FALSE,2,,Tree Fern,36.2,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,2,FALSE,2,50,Wood,20,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,2,50,Wood,30,5,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,2,50,Wood,16.1,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,49,FALSE,2,,Tree Fern,13.4,5,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,35,FALSE,2,50,Wood,7.7,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,58,FALSE,2,,Wood,10.4,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,2,,Wood,19.7,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2011,1,Rotational,25,FALSE,2,50,Wood,27.2,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Fixed,13,FALSE,6,20,Tree Fern,24,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,42,FALSE,2,50,Wood,8.7,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,44,FALSE,2,50,Wood,13,2,Linear Estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,1,FALSE,2,50,Wood,26,3,linear estimate,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,5,FALSE,4,20,Wood,16,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,11,FALSE,2,,Wood,16.1,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,11,FALSE,2,50,Wood,18,3,lin est diameter,TRUE,TRUE
KALA,Coastal Strand,Hoolehua,Hoʻolehua,2017,2,Rotational,16,FALSE,2,20,Wood,12,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,10,FALSE,2,50,Tree Fern,28.1,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,25,FALSE,2,50,Wood,9.5,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,13,FALSE,6,,Wood,22.4,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Fixed,1,FALSE,2,50,Wood,10.3,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,7,FALSE,4,,Tree Fern,37.7,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,5,FALSE,6,20,Wood,47.6,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,2,,Wood,22.8,4,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,10,FALSE,4,20,Wood,7.8,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,2,50,Wood,30.3,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,11,FALSE,6,,Wood,80,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,1,FALSE,2,50,Wood,13,4,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Rotational,32,FALSE,2,50,Wood,9.8,4,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,6,20,Wood,59.2,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,33,FALSE,2,50,Wood,11,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,39,FALSE,2,50,Tree Fern,11,3,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Fixed,5,FALSE,2,50,Tree Fern,15.6,5,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,17,FALSE,2,50,Wood,13,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,46,FALSE,2,,Tree Fern,22.6,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,42,FALSE,2,50,Wood,13.1,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,13,FALSE,6,20,Tree Fern,62,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Rotational,30,FALSE,2,50,Wood,10.1,2,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2018,2,Fixed,5,FALSE,6,20,Wood,27.2,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,6,FALSE,2,50,Wood,10,5,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,42,FALSE,2,50,Tree Fern,8,3,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,1,FALSE,2,50,Wood,38,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,18,FALSE,6,20,Wood,10,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,6,FALSE,4,,Wood,24.3,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,31,FALSE,6,20,Tree Fern,24,5,Linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,4,,Wood,7.7,4,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,16,FALSE,4,20,Wood,14,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,1,FALSE,4,,Wood,20.5,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,50,FALSE,6,,Wood,16.2,4,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,3,FALSE,2,50,Tree Fern,23.8,3,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,21,FALSE,6,20,Wood,35,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,30,FALSE,2,50,Wood,17,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,50,Wood,10.3,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,7,FALSE,4,20,Wood,9.8,2,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,5,FALSE,4,20,Wood,14,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,39,FALSE,2,50,Wood,9.4,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Fixed,9,FALSE,2,50,Wood,68,5,Linear Estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,4,20,Wood,7.7,2,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,2,FALSE,2,50,Wood,27.8,3,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Fixed,10,FALSE,2,,Wood,7.7,2,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,48,FALSE,2,,Tree Fern,25.1,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,10,FALSE,4,20,Wood,13,3,,TRUE,TRUE
NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,40,FALSE,2,50,Wood,7.7,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,5,FALSE,6,,Tree Fern,24.4,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,5,FALSE,2,50,Wood,11.2,2,,TRUE,TRUE
KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,17,FALSE,2,50,Wood,8,3,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,12,FALSE,6,,Tree Fern,22.5,3,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,31,FALSE,2,50,Wood,18,4,,TRUE,TRUE
HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,3,FALSE,4,20,Wood,16,2,,TRUE,TRUE
HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,34,FALSE,2,50,Tree Fern,19.9,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,55,FALSE,4,,Tree Fern,14.8,5,,TRUE,TRUE
HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Rotational,51,FALSE,6,,Wood,28.9,3,,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,40,FALSE,2,50,Wood,12.2,2,,TRUE,TRUE
WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,7,FALSE,4,20,Wood,10,3,,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,6,20,Wood,8.9,4,linear estimate,TRUE,TRUE
HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,7,FALSE,4,20,Wood,10,3,linear,TRUE,TRUE
AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,8,FALSE,4,20,Wood,11,4,,TRUE,TRUE
